EAR,MAR,PERCLOS,BLINKS,YAWNS,Pitch,label
0.221,0.219,0.085,14,0,0.977,0
0.224,0.231,0.085,14,0,0.979,0
0.233,0.231,0.085,14,0,0.979,0
0.225,0.202,0.085,14,0,0.976,0
0.229,0.209,0.085,14,0,0.979,0
0.222,0.206,0.085,14,0,0.979,0
0.242,0.206,0.085,14,0,0.977,0
0.226,0.209,0.085,14,0,0.977,0
0.227,0.214,0.085,14,0,0.977,0
0.227,0.21,0.085,14,0,0.977,0
0.224,0.209,0.085,14,0,0.975,0
0.228,0.21,0.085,14,0,0.976,0
0.234,0.209,0.085,14,0,0.977,0
0.224,0.21,0.085,14,0,0.979,0
0.238,0.21,0.085,14,0,0.979,0
0.195,0.199,0.085,14,0,0.973,0
0.211,0.213,0.085,14,0,0.976,0
0.204,0.204,0.085,14,0,0.976,0
0.22,0.223,0.085,14,0,0.975,0
0.223,0.225,0.085,14,0,0.975,0
0.223,0.225,0.085,14,0,0.978,0
0.216,0.33,0.085,14,0,0.98,0
0.225,0.339,0.085,14,0,0.98,0
0.227,0.339,0.085,14,0,0.978,0
0.246,0.39,0.085,14,0,0.983,0
0.236,0.4,0.085,14,0,0.982,0
0.236,0.395,0.085,14,0,0.98,0
0.237,0.388,0.085,14,0,0.981,0
0.235,0.378,0.085,14,0,0.98,0
0.224,0.384,0.085,14,0,0.979,0
0.243,0.382,0.085,14,0,0.981,0
0.242,0.389,0.085,14,0,0.98,0
0.234,0.389,0.085,14,0,0.981,0
0.245,0.389,0.085,14,0,0.979,0
0.238,0.38,0.085,14,0,0.982,0
0.234,0.38,0.085,14,0,0.982,0
0.226,0.381,0.085,14,0,0.981,0
0.221,0.381,0.085,14,0,0.982,0
0.22,0.388,0.085,14,0,0.981,0
0.222,0.383,0.085,14,0,0.981,0
0.219,0.394,0.085,14,0,0.981,0
0.209,0.395,0.085,14,0,0.981,0
0.206,0.361,0.085,14,0,0.981,0
0.225,0.375,0.085,14,0,0.984,0
0.209,0.383,0.085,14,0,0.983,0
0.217,0.386,0.085,14,0,0.004,0
0.221,0.402,0.085,14,0,0.98,0
0.225,0.4,0.085,14,0,0.979,0
0.224,0.37,0.085,14,0,0.979,0
0.229,0.367,0.085,14,0,0.007,0
0.24,0.383,0.085,14,0,0.981,0
0.233,0.377,0.085,14,0,0.004,0
0.226,0.374,0.085,14,0,0.005,0
0.224,0.375,0.085,14,0,0.005,0
0.228,0.37,0.085,14,0,0.979,0
0.242,0.371,0.085,14,0,0.981,0
0.256,0.378,0.085,14,0,0.005,0
0.233,0.37,0.085,14,0,0.979,0
0.24,0.37,0.085,14,0,0.981,0
0.245,0.365,0.085,14,0,0.004,0
0.237,0.382,0.085,14,0,0.978,0
0.234,0.382,0.085,14,0,0.001,0
0.234,0.377,0.085,14,0,0.978,0
0.234,0.365,0.085,14,0,0.979,0
0.237,0.372,0.085,14,0,0.98,0
0.237,0.372,0.085,14,0,0.004,0
0.246,0.376,0.085,14,0,0.006,0
0.239,0.37,0.085,14,0,0.98,0
0.247,0.387,0.085,14,0,0.002,0
0.231,0.371,0.085,14,0,0.005,0
0.225,0.38,0.085,14,0,0.004,0
0.218,0.376,0.085,14,0,0.98,0
0.25,0.385,0.085,14,0,0.008,0
0.258,0.381,0.085,14,0,0.006,0
0.239,0.371,0.085,14,0,0.006,0
0.255,0.377,0.085,14,0,0.007,0
0.257,0.374,0.085,14,0,0.004,0
0.258,0.379,0.085,14,0,0.004,0
0.259,0.372,0.085,14,0,0.004,0
0.261,0.37,0.085,14,0,0.007,0
0.262,0.378,0.085,14,0,0.004,0
0.235,0.373,0.085,14,0,0.977,0
0.248,0.362,0.085,14,0,0.98,0
0.256,0.362,0.084,13,0,0.98,0
0.25,0.374,0.083,13,0,0.979,0
0.255,0.373,0.083,13,0,0.979,0
0.256,0.365,0.083,13,0,0.979,0
0.237,0.36,0.081,13,0,0.98,0
0.261,0.36,0.081,13,0,0.981,0
0.264,0.36,0.081,13,0,0.003,0
0.245,0.353,0.081,13,0,0.977,0
0.243,0.358,0.081,13,0,0.978,0
0.255,0.358,0.081,13,0,0.005,0
0.256,0.358,0.081,13,0,0.003,0
0.258,0.358,0.081,13,0,0.007,0
0.255,0.358,0.081,13,0,0.008,0
0.247,0.336,0.081,13,0,0.005,0
0.246,0.342,0.081,13,0,0.978,0
0.259,0.336,0.081,13,0,0.006,0
0.265,0.364,0.081,13,0,0.011,0
0.242,0.357,0.081,13,0,0.014,0
0.242,0.354,0.081,13,0,0.014,0
0.224,0.361,0.081,13,0,0.983,0
0.245,0.371,0.081,13,0,0.015,0
0.252,0.368,0.081,13,0,0.016,0
0.237,0.366,0.081,13,0,0.988,0
0.246,0.375,0.081,13,0,0.018,0
0.233,0.378,0.081,13,0,0.99,0
0.243,0.402,0.081,13,0,0.991,0
0.247,0.402,0.081,13,0,0.018,0
0.227,0.392,0.081,13,0,0.02,0
0.254,0.369,0.081,13,0,0.98,0
0.248,0.395,0.081,13,0,0.98,0
0.254,0.377,0.081,13,0,0.983,0
0.275,0.335,0.081,13,0,0.988,0
0.265,0.336,0.081,13,0,0.988,0
0.263,0.342,0.081,13,0,0.986,0
0.284,0.377,0.081,13,0,0.983,0
0.273,0.358,0.081,13,0,0.986,0
0.262,0.365,0.081,13,0,0.984,0
0.269,0.375,0.081,13,0,0.989,0
0.263,0.369,0.081,13,0,0.991,0
0.284,0.382,0.081,13,0,0.989,0
0.26,0.364,0.081,13,0,0.994,0
0.26,0.364,0.081,13,0,0.994,0
0.266,0.364,0.081,13,0,0.994,0
0.256,0.33,0.081,13,0,0.989,0
0.27,0.345,0.081,13,0,0.986,0
0.274,0.345,0.081,13,0,0.988,0
0.271,0.337,0.081,13,0,0.986,0
0.267,0.335,0.081,13,0,0.986,0
0.261,0.331,0.081,13,0,0.987,0
0.271,0.362,0.081,13,0,0.985,0
0.255,0.372,0.081,13,0,0.986,0
0.256,0.374,0.081,13,0,0.987,0
0.265,0.369,0.081,13,0,0.98,0
0.263,0.355,0.081,13,0,0.977,0
0.266,0.357,0.081,13,0,0.98,0
0.236,0.371,0.081,13,0,0.979,0
0.24,0.382,0.081,13,0,0.976,0
0.239,0.387,0.081,13,0,0.976,0
0.216,0.427,0.081,13,0,0.981,0
0.225,0.422,0.081,13,0,0.983,0
0.216,0.421,0.081,13,0,0.984,0
0.231,0.383,0.081,13,0,0.982,0
0.221,0.369,0.081,13,0,0.976,0
0.217,0.365,0.081,13,0,0.977,0
0.236,0.347,0.081,13,0,0.979,0
0.224,0.345,0.081,13,0,0.978,0
0.237,0.346,0.081,13,0,0.98,0
0.207,0.313,0.081,13,0,0.976,0
0.227,0.302,0.081,13,0,0.972,0
0.227,0.305,0.081,13,0,0.972,0
0.234,0.304,0.081,13,0,0.973,0
0.247,0.285,0.081,13,0,0.971,0
0.251,0.279,0.081,13,0,0.972,0
0.224,0.309,0.081,13,0,0.966,0
0.222,0.292,0.081,13,0,0.963,0
0.223,0.28,0.081,13,0,0.962,0
0.243,0.309,0.081,13,0,0.966,0
0.228,0.297,0.081,13,0,0.96,0
0.235,0.297,0.081,13,0,0.96,0
0.226,0.323,0.081,13,0,0.96,0
0.236,0.318,0.081,13,0,0.964,0
0.229,0.316,0.081,13,0,0.964,0
0.199,0.271,0.081,13,0,0.965,0
0.241,0.294,0.081,13,0,0.964,0
0.222,0.282,0.081,13,0,0.964,0
0.221,0.301,0.081,13,0,0.965,0
0.212,0.294,0.081,13,0,0.962,0
0.229,0.291,0.081,13,0,0.959,0
0.221,0.283,0.081,13,0,0.963,0
0.222,0.295,0.081,13,0,0.963,0
0.215,0.299,0.081,13,0,0.963,0
0.229,0.308,0.081,13,0,0.967,0
0.221,0.319,0.081,13,0,0.962,0
0.208,0.319,0.081,13,0,0.962,0
0.231,0.324,0.081,13,0,0.967,0
0.205,0.301,0.081,13,0,0.966,0
0.206,0.31,0.081,13,0,0.964,0
0.262,0.313,0.081,13,0,0.966,0
0.231,0.319,0.081,13,0,0.965,0
0.235,0.301,0.081,13,0,0.965,0
0.217,0.284,0.081,13,0,0.97,0
0.218,0.277,0.081,13,0,0.969,0
0.218,0.277,0.081,13,0,0.968,0
0.248,0.312,0.081,13,0,0.969,0
0.231,0.316,0.081,13,0,0.966,0
0.231,0.308,0.081,13,0,0.967,0
0.231,0.305,0.081,13,0,0.969,0
0.224,0.3,0.081,13,0,0.969,0
0.229,0.306,0.081,13,0,0.968,0
0.247,0.308,0.081,13,0,0.968,0
0.239,0.3,0.081,13,0,0.969,0
0.246,0.305,0.081,13,0,0.969,0
0.238,0.322,0.081,13,0,0.971,0
0.254,0.324,0.081,13,0,0.971,0
0.248,0.331,0.081,13,0,0.971,0
0.251,0.309,0.081,13,0,0.971,0
0.232,0.3,0.081,13,0,0.974,0
0.236,0.304,0.081,13,0,0.972,0
0.245,0.312,0.081,13,0,0.973,0
0.224,0.313,0.081,13,0,0.973,0
0.236,0.305,0.081,13,0,0.972,0
0.223,0.319,0.081,13,0,0.97,0
0.235,0.306,0.081,13,0,0.973,0
0.228,0.318,0.081,13,0,0.973,0
0.222,0.307,0.081,13,0,0.969,0
0.238,0.318,0.081,13,0,0.974,0
0.238,0.32,0.081,13,0,0.976,0
0.235,0.309,0.081,13,0,0.97,0
0.222,0.309,0.081,13,0,0.973,0
0.219,0.307,0.081,13,0,0.97,0
0.218,0.208,0.081,13,0,0.967,0
0.205,0.206,0.081,13,0,0.965,0
0.216,0.2,0.081,13,0,0.965,0
0.232,0.208,0.081,13,0,0.967,0
0.21,0.189,0.081,13,0,0.964,0
0.21,0.199,0.081,13,0,0.963,0
0.222,0.211,0.081,13,0,0.964,0
0.21,0.22,0.081,13,0,0.959,0
0.21,0.216,0.081,13,0,0.96,0
0.209,0.223,0.081,13,0,0.961,0
0.199,0.205,0.081,13,0,0.961,0
0.209,0.205,0.081,13,0,0.961,0
0.209,0.213,0.081,13,0,0.96,0
0.2,0.222,0.081,13,0,0.96,0
0.203,0.222,0.081,13,0,0.961,0
0.214,0.217,0.081,13,0,0.963,0
0.203,0.225,0.081,13,0,0.963,0
0.203,0.216,0.081,13,0,0.963,0
0.222,0.221,0.081,13,0,0.962,0
0.213,0.219,0.081,13,0,0.963,0
0.219,0.222,0.081,13,0,0.963,0
0.216,0.22,0.081,13,0,0.966,0
0.215,0.207,0.081,13,0,0.965,0
0.21,0.223,0.081,13,0,0.967,0
0.22,0.204,0.081,13,0,0.966,0
0.22,0.197,0.081,13,0,0.966,0
0.207,0.206,0.081,13,0,0.966,0
0.213,0.208,0.081,13,0,0.968,0
0.22,0.217,0.081,13,0,0.968,0
0.2,0.21,0.081,13,0,0.968,0
0.189,0.221,0.081,13,0,0.968,0
0.183,0.212,0.081,13,0,0.969,0
0.187,0.208,0.081,13,0,0.969,0
0.187,0.208,0.081,13,0,0.966,0
0.193,0.208,0.081,13,0,0.965,0
0.205,0.209,0.081,13,0,0.964,0
0.176,0.218,0.081,14,0,0.964,0
0.168,0.214,0.082,14,0,0.963,0
0.175,0.218,0.082,14,0,0.964,0
0.213,0.223,0.083,14,0,0.966,0
0.189,0.208,0.083,14,0,0.964,0
0.2,0.213,0.083,14,0,0.961,0
0.213,0.213,0.083,14,0,0.959,0
0.197,0.216,0.083,14,0,0.959,0
0.191,0.209,0.083,14,0,0.962,0
0.199,0.217,0.083,14,0,0.96,0
0.197,0.211,0.083,14,0,0.962,0
0.21,0.219,0.083,14,0,0.961,0
0.209,0.248,0.083,14,0,0.966,0
0.213,0.251,0.083,14,0,0.965,0
0.202,0.248,0.083,14,0,0.963,0
0.201,0.346,0.083,14,0,0.966,0
0.206,0.341,0.083,14,0,0.97,0
0.196,0.339,0.083,14,0,0.97,0
0.221,0.367,0.083,14,0,0.971,0
0.215,0.367,0.083,14,0,0.974,0
0.212,0.366,0.083,14,0,0.974,0
0.213,0.336,0.083,14,0,0.97,0
0.211,0.335,0.083,14,0,0.969,0
0.219,0.335,0.083,14,0,0.969,0
0.208,0.262,0.083,14,0,0.966,0
0.202,0.259,0.083,14,0,0.964,0
0.201,0.256,0.083,14,0,0.964,0
0.235,0.21,0.083,14,0,0.961,0
0.228,0.21,0.083,14,0,0.962,0
0.22,0.205,0.083,14,0,0.961,0
0.255,0.211,0.083,14,0,0.963,0
0.244,0.21,0.083,14,0,0.962,0
0.247,0.214,0.083,14,0,0.961,0
0.239,0.209,0.083,14,0,0.964,0
0.248,0.223,0.083,14,0,0.962,0
0.249,0.22,0.083,14,0,0.962,0
0.247,0.204,0.083,14,0,0.964,0
0.255,0.204,0.083,14,0,0.963,0
0.255,0.201,0.083,14,0,0.964,0
0.25,0.221,0.083,14,0,0.966,0
0.253,0.216,0.083,14,0,0.968,0
0.257,0.211,0.083,14,0,0.966,0
0.23,0.213,0.083,14,0,0.962,0
0.216,0.223,0.083,14,0,0.965,0
0.219,0.217,0.083,14,0,0.964,0
0.226,0.208,0.083,14,0,0.963,0
0.212,0.214,0.083,14,0,0.963,0
0.228,0.214,0.083,14,0,0.965,0
0.223,0.213,0.083,14,0,0.964,0
0.25,0.213,0.083,14,0,0.965,0
0.25,0.213,0.083,14,0,0.964,0
0.255,0.217,0.083,14,0,0.965,0
0.252,0.219,0.083,14,0,0.966,0
0.248,0.218,0.083,14,0,0.966,0
0.244,0.207,0.083,14,0,0.965,0
0.249,0.206,0.083,14,0,0.966,0
0.256,0.207,0.083,14,0,0.965,0
0.242,0.2,0.083,14,0,0.967,0
0.232,0.213,0.083,14,0,0.966,0
0.239,0.214,0.083,14,0,0.966,0
0.241,0.214,0.083,14,0,0.969,0
0.252,0.214,0.083,14,0,0.969,0
0.261,0.211,0.083,14,0,0.968,0
0.262,0.227,0.083,14,0,0.968,0
0.226,0.228,0.083,14,0,0.97,0
0.232,0.222,0.083,14,0,0.972,0
0.21,0.239,0.083,14,0,0.972,0
0.234,0.236,0.083,14,0,0.974,0
0.245,0.235,0.083,14,0,0.975,0
0.213,0.314,0.083,14,0,0.973,0
0.229,0.339,0.083,14,0,0.975,0
0.229,0.334,0.083,14,0,0.976,0
0.224,0.285,0.083,14,0,0.97,0
0.236,0.277,0.083,14,0,0.972,0
0.249,0.27,0.083,14,0,0.972,0
0.2,0.347,0.083,14,0,0.969,0
0.222,0.345,0.083,14,0,0.971,0
0.222,0.345,0.083,14,0,0.971,0
0.223,0.389,0.083,14,0,0.973,0
0.213,0.404,0.083,14,0,0.97,0
0.204,0.408,0.083,14,0,0.97,0
0.237,0.356,0.083,14,0,0.976,0
0.251,0.361,0.083,14,0,0.976,0
0.248,0.36,0.083,14,0,0.976,0
0.239,0.37,0.083,14,0,0.976,0
0.225,0.361,0.083,14,0,0.973,0
0.225,0.361,0.083,14,0,0.973,0
0.228,0.352,0.083,14,0,0.971,0
0.231,0.358,0.083,14,0,0.97,0
0.221,0.349,0.083,14,0,0.97,0
0.216,0.352,0.083,14,0,0.968,0
0.231,0.347,0.083,14,0,0.968,0
0.231,0.352,0.083,14,0,0.968,0
0.229,0.207,0.083,14,0,0.969,0
0.236,0.203,0.083,14,0,0.967,0
0.239,0.214,0.083,14,0,0.968,0
0.239,0.214,0.083,14,0,0.97,0
0.226,0.229,0.083,14,0,0.971,0
0.237,0.229,0.083,14,0,0.969,0
0.241,0.332,0.082,13,0,0.976,0
0.241,0.329,0.082,13,0,0.973,0
0.244,0.329,0.082,13,0,0.972,0
0.24,0.359,0.08,13,0,0.975,0
0.233,0.359,0.08,13,0,0.973,0
0.226,0.342,0.08,13,0,0.971,0
0.233,0.375,0.078,13,0,0.975,0
0.236,0.355,0.078,13,0,0.974,0
0.235,0.357,0.078,13,0,0.974,0
0.232,0.383,0.077,13,0,0.977,0
0.227,0.391,0.077,13,0,0.976,0
0.224,0.396,0.076,13,0,0.976,0
0.219,0.395,0.075,13,0,0.975,0
0.232,0.395,0.075,13,0,0.978,0
0.222,0.383,0.075,13,0,0.976,0
0.233,0.394,0.073,13,0,0.975,0
0.221,0.386,0.073,13,0,0.975,0
0.212,0.388,0.073,13,0,0.975,0
0.235,0.388,0.071,13,0,0.973,0
0.217,0.377,0.071,13,0,0.972,0
0.216,0.377,0.071,13,0,0.972,0
0.21,0.361,0.07,13,0,0.971,0
0.222,0.369,0.07,13,0,0.973,0
0.209,0.361,0.07,13,0,0.971,0
0.229,0.389,0.069,13,0,0.976,0
0.216,0.396,0.068,13,0,0.974,0
0.206,0.396,0.068,13,0,0.973,0
0.217,0.392,0.067,13,0,0.974,0
0.216,0.392,0.067,13,0,0.974,0
0.216,0.392,0.066,13,0,0.973,0
0.208,0.213,0.065,13,0,0.971,0
0.21,0.22,0.065,13,0,0.967,0
0.21,0.213,0.065,13,0,0.968,0
0.192,0.313,0.064,13,0,0.974,0
0.188,0.303,0.063,13,0,0.972,0
0.191,0.292,0.063,13,0,0.973,0
0.204,0.222,0.062,13,0,0.972,0
0.209,0.213,0.062,13,0,0.975,0
0.202,0.213,0.061,13,0,0.972,0
0.194,0.255,0.06,13,0,0.971,0
0.198,0.258,0.06,13,0,0.97,0
0.203,0.258,0.06,13,0,0.972,0
0.207,0.332,0.06,13,0,0.972,0
0.2,0.341,0.06,13,0,0.968,0
0.198,0.337,0.06,12,0,0.969,0
0.192,0.226,0.058,12,0,0.965,0
0.2,0.221,0.058,12,0,0.963,0
0.201,0.22,0.058,12,0,0.963,0
0.187,0.23,0.057,12,0,0.964,0
0.207,0.22,0.057,12,0,0.966,0
0.19,0.224,0.057,12,0,0.966,0
0.202,0.209,0.055,12,0,0.96,0
0.192,0.209,0.055,12,0,0.963,0
0.191,0.202,0.055,12,0,0.962,0
0.197,0.278,0.053,12,0,0.957,0
0.204,0.313,0.053,12,0,0.962,0
0.208,0.318,0.053,12,0,0.963,0
0.215,0.31,0.053,12,0,0.964,0
0.214,0.287,0.053,12,0,0.967,0
0.207,0.291,0.053,12,0,0.965,0
0.223,0.332,0.053,12,0,0.968,0
0.204,0.314,0.053,12,0,0.969,0
0.203,0.316,0.053,12,0,0.968,0
0.237,0.352,0.053,11,0,0.966,0
0.23,0.347,0.052,11,0,0.968,0
0.226,0.335,0.052,11,0,0.966,0
0.232,0.219,0.051,11,0,0.968,0
0.239,0.221,0.051,11,0,0.966,0
0.23,0.227,0.05,11,0,0.966,0
0.24,0.23,0.049,11,0,0.967,0
0.228,0.23,0.049,11,0,0.968,0
0.234,0.231,0.049,11,0,0.967,0
0.228,0.275,0.048,11,0,0.978,0
0.22,0.287,0.047,11,0,0.969,0
0.221,0.29,0.047,11,0,0.969,0
0.233,0.222,0.047,11,0,0.974,0
0.245,0.222,0.047,11,0,0.974,0
0.236,0.219,0.047,11,0,0.972,0
0.245,0.276,0.047,11,0,0.974,0
0.233,0.292,0.047,11,0,0.973,0
0.224,0.278,0.047,11,0,0.973,0
0.205,0.31,0.047,11,0,0.969,0
0.203,0.298,0.047,11,0,0.969,0
0.208,0.31,0.047,11,0,0.971,0
0.233,0.245,0.047,11,0,0.97,0
0.249,0.251,0.047,11,0,0.973,0
0.222,0.255,0.047,11,0,0.972,0
0.189,0.261,0.047,11,0,0.964,0
0.206,0.251,0.047,11,0,0.969,0
0.205,0.256,0.047,11,0,0.969,0
0.216,0.282,0.047,11,0,0.962,0
0.219,0.281,0.047,11,0,0.964,0
0.207,0.252,0.047,11,0,0.965,0
0.207,0.265,0.047,11,0,0.962,0
0.216,0.257,0.047,11,0,0.963,0
0.211,0.257,0.047,11,0,0.964,0
0.215,0.276,0.047,11,0,0.962,0
0.233,0.257,0.047,11,0,0.962,0
0.237,0.271,0.047,11,0,0.966,0
0.234,0.299,0.047,11,0,0.968,0
0.216,0.299,0.047,11,0,0.965,0
0.214,0.296,0.047,11,0,0.965,0
0.22,0.298,0.047,11,0,0.969,0
0.227,0.293,0.047,11,0,0.97,0
0.226,0.295,0.047,11,0,0.97,0
0.233,0.313,0.047,11,0,0.968,0
0.233,0.292,0.047,11,0,0.97,0
0.221,0.301,0.047,11,0,0.969,0
0.231,0.309,0.047,11,0,0.972,0
0.234,0.31,0.047,11,0,0.969,0
0.227,0.31,0.047,11,0,0.97,0
0.22,0.318,0.047,11,0,0.97,0
0.219,0.308,0.047,11,0,0.966,0
0.225,0.319,0.047,11,0,0.968,0
0.233,0.299,0.047,11,0,0.972,0
0.252,0.306,0.047,11,0,0.971,0
0.252,0.324,0.047,11,0,0.971,0
0.246,0.34,0.047,11,0,0.966,0
0.246,0.355,0.047,11,0,0.969,0
0.238,0.352,0.047,11,0,0.97,0
0.227,0.385,0.047,11,0,0.976,0
0.26,0.395,0.047,11,0,0.977,0
0.262,0.392,0.047,11,0,0.979,0
0.222,0.372,0.047,11,0,0.976,0
0.242,0.361,0.047,11,0,0.978,0
0.242,0.367,0.047,11,0,0.978,0
0.241,0.313,0.047,11,0,0.973,0
0.232,0.301,0.047,11,0,0.972,0
0.242,0.312,0.047,11,0,0.975,0
0.21,0.352,0.047,11,0,0.975,0
0.212,0.354,0.047,11,0,0.978,0
0.214,0.37,0.047,11,0,0.979,0
0.196,0.342,0.047,11,0,0.977,0
0.222,0.352,0.047,11,0,0.972,0
0.223,0.374,0.047,11,0,0.973,0
0.211,0.349,0.047,11,0,0.971,0
0.202,0.342,0.047,11,0,0.969,0
0.196,0.356,0.047,11,0,0.969,0
0.207,0.325,0.047,11,0,0.971,0
0.21,0.332,0.047,11,0,0.972,0
0.21,0.341,0.047,11,0,0.97,0
0.206,0.35,0.047,11,0,0.97,0
0.216,0.375,0.047,11,0,0.97,0
0.216,0.357,0.047,11,0,0.972,0
0.206,0.343,0.047,11,0,0.972,0
0.215,0.347,0.047,11,0,0.973,0
0.215,0.344,0.047,11,0,0.972,0
0.203,0.349,0.047,11,0,0.968,0
0.202,0.331,0.047,11,0,0.97,0
0.202,0.339,0.047,11,0,0.97,0
0.227,0.339,0.047,11,0,0.97,0
0.213,0.344,0.047,11,0,0.969,0
0.205,0.337,0.047,11,0,0.967,0
0.214,0.342,0.047,11,0,0.972,0
0.213,0.333,0.047,11,0,0.969,0
0.217,0.332,0.047,11,0,0.97,0
0.222,0.335,0.047,11,0,0.969,0
0.21,0.347,0.047,11,0,0.969,0
0.212,0.354,0.047,11,0,0.97,0
0.202,0.35,0.047,11,0,0.968,0
0.214,0.358,0.047,11,0,0.966,0
0.211,0.357,0.047,11,0,0.968,0
0.211,0.334,0.047,11,0,0.963,0
0.214,0.347,0.047,11,0,0.969,0
0.213,0.342,0.047,11,0,0.967,0
0.196,0.355,0.047,11,0,0.962,0
0.182,0.348,0.047,11,0,0.961,0
0.191,0.354,0.047,11,0,0.963,0
0.197,0.354,0.047,11,0,0.962,0
0.202,0.346,0.047,11,0,0.963,0
0.211,0.346,0.047,11,0,0.965,0
0.225,0.349,0.047,11,0,0.964,0
0.231,0.351,0.047,11,0,0.964,0
0.235,0.339,0.047,11,0,0.963,0
0.237,0.357,0.047,11,0,0.973,0
0.221,0.344,0.047,11,0,0.97,0
0.228,0.343,0.047,11,0,0.968,0
0.225,0.348,0.046,10,0,0.97,0
0.221,0.342,0.046,10,0,0.971,0
0.217,0.342,0.046,10,0,0.971,0
0.211,0.33,0.044,10,0,0.975,0
0.212,0.343,0.044,10,0,0.974,0
0.216,0.335,0.044,10,0,0.977,0
0.211,0.34,0.043,10,0,0.972,0
0.214,0.338,0.043,10,0,0.972,0
0.207,0.343,0.043,10,0,0.975,0
0.2,0.376,0.041,10,0,0.973,0
0.215,0.374,0.041,10,0,0.999,0
0.203,0.373,0.04,10,0,0.001,0
0.201,0.216,0.039,10,0,0.974,0
0.226,0.227,0.039,10,0,0.976,0
0.216,0.219,0.039,10,0,0.972,0
0.213,0.31,0.038,10,0,0.976,0
0.205,0.32,0.037,10,0,0.977,0
0.219,0.299,0.037,10,0,0.975,0
0.217,0.27,0.037,10,0,0.976,0
0.217,0.274,0.036,10,0,0.974,0
0.207,0.268,0.036,10,0,0.974,0
0.217,0.232,0.035,10,0,0.971,0
0.208,0.222,0.035,10,0,0.97,0
0.207,0.231,0.035,10,0,0.971,0
0.223,0.314,0.035,10,0,0.974,0
0.21,0.311,0.035,10,0,0.974,0
0.208,0.316,0.035,10,0,0.974,0
0.21,0.375,0.035,10,0,0.977,0
0.203,0.391,0.035,10,0,0.977,0
0.224,0.392,0.035,10,0,0.975,0
0.205,0.387,0.035,10,0,0.979,0
0.207,0.386,0.035,10,0,0.978,0
0.22,0.386,0.035,10,0,0.979,0
0.193,0.403,0.035,10,0,0.977,0
0.204,0.384,0.035,10,0,0.977,0
0.2,0.389,0.035,10,0,0.977,0
0.19,0.442,0.035,10,0,0.979,0
0.185,0.437,0.035,10,0,0.979,0
0.193,0.441,0.035,10,0,0.976,0
0.16,0.425,0.035,11,0,0.977,0
0.164,0.433,0.035,11,0,0.98,0
0.158,0.419,0.036,11,0,0.979,0
0.12,0.422,0.037,11,0,0.985,0
0.143,0.426,0.037,11,0,0.983,0
0.138,0.417,0.037,11,0,0.983,0
0.107,0.378,0.039,11,0,0.043,0
0.123,0.385,0.039,11,0,0.991,0
0.133,0.391,0.039,11,0,0.991,0
0.128,0.37,0.04,11,0,0.062,0
0.125,0.359,0.04,11,0,0.993,0
0.133,0.354,0.041,11,0,0.993,0
0.13,0.368,0.042,11,0,0.063,0
0.115,0.359,0.042,11,0,0.055,0
0.12,0.364,0.043,11,0,0.058,0
0.084,0.404,0.043,11,0,0.067,0
0.087,0.4,0.044,11,0,0.064,0
0.11,0.388,0.044,11,0,0.068,0
0.13,0.408,0.045,11,0,0.061,0
0.121,0.39,0.046,11,0,0.065,0
0.128,0.4,0.046,11,0,0.064,0
0.122,0.394,0.047,11,0,0.063,0
0.1,0.385,0.047,11,0,0.06,0
0.114,0.384,0.048,11,0,0.061,0
0.159,0.38,0.048,11,0,0.052,0
0.151,0.37,0.049,11,0,0.051,0
0.153,0.375,0.049,11,0,0.051,0
0.162,0.395,0.05,11,0,0.044,0
0.138,0.399,0.05,11,0,0.048,0
0.154,0.393,0.051,11,0,0.049,0
0.176,0.383,0.052,11,0,0.035,0
0.156,0.384,0.052,11,0,0.029,0
0.151,0.387,0.053,11,0,0.026,0
0.205,0.371,0.054,11,0,0.018,0
0.203,0.371,0.054,11,0,0.02,0
0.199,0.376,0.054,11,0,0.025,0
0.166,0.356,0.054,12,0,0.972,0
0.148,0.354,0.054,12,0,0.007,0
0.156,0.349,0.054,12,0,0.007,0
0.11,0.352,0.055,12,0,0.971,0
0.121,0.338,0.055,12,0,0.971,0
0.121,0.348,0.056,12,0,0.97,0
0.179,0.335,0.057,12,0,0.974,0
0.187,0.332,0.057,12,0,0.002,0
0.178,0.327,0.057,11,0,0.0,0
0.186,0.338,0.057,11,0,0.971,0
0.179,0.348,0.057,11,0,0.997,0
0.175,0.352,0.057,11,0,0.973,0
0.194,0.344,0.057,11,0,0.993,0
0.194,0.345,0.057,11,0,0.994,0
0.193,0.33,0.057,11,0,0.993,0
0.204,0.358,0.058,11,0,0.999,0
0.206,0.36,0.057,11,0,1.0,0
0.199,0.345,0.057,11,0,0.0,0
0.206,0.362,0.056,11,0,0.003,0
0.18,0.342,0.056,11,0,0.001,0
0.192,0.344,0.056,11,0,0.975,0
0.213,0.364,0.056,11,0,0.003,0
0.197,0.345,0.056,11,0,0.007,0
0.207,0.347,0.056,11,0,0.005,0
0.189,0.341,0.056,11,0,0.976,0
0.195,0.33,0.056,11,0,0.01,0
0.192,0.33,0.056,11,0,0.013,0
0.172,0.344,0.056,12,0,0.977,0
0.181,0.333,0.057,12,0,0.012,0
0.186,0.331,0.057,12,0,0.018,0
0.205,0.341,0.058,12,0,0.981,0
0.193,0.332,0.058,12,0,0.012,0
0.194,0.346,0.058,12,0,0.011,0
0.206,0.339,0.058,12,0,0.016,0
